,Nom,Infos,Prix,Date
73,Gainward GeForce RTX 4060 Ti 16GB Panther,16 Go GDDR6 - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060 Ti),499€95,2024-10-19
74,Gainward GeForce RTX 4070 Ghost GDDR6,12 Go GDDR6 - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070),579€95,2024-10-19
75,Gainward GeForce RTX 4070 Ghost OC,12 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070),649€95,2024-10-19
76,Gainward GeForce RTX 4070 Ghost OC GDDR6,12 Go GDDR6 - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070),599€95,2024-10-19
77,Gainward GeForce RTX 4070 Ti SUPER Panther OC,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 Ti SUPER),949€95,2024-10-19
78,Gainward GeForce RTX 4070 Ti SUPER Phantom,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 Ti SUPER),999€95,2024-10-19
79,Gainward GeForce RTX 4070 Ti SUPER Phoenix,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 Ti SUPER),949€95,2024-10-19
80,Gainward GeForce RTX 4070 Ti SUPER Phoenix Golden Sample,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 Ti SUPER),979€95,2024-10-19
81,Gainward GeForce RTX 4070 Ti SUPER Python III OC,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 Ti SUPER),939€95,2024-10-19
82,Gainward GeForce RTX 4070 SUPER Ghost,12 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 SUPER),649€95,2024-10-19
83,Gainward GeForce RTX 4070 SUPER Ghost OC,12 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 SUPER),699€95,2024-10-19
84,Gainward GeForce RTX 4080 SUPER Panther OC,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4080 SUPER),1 149€95,2024-10-19
85,Gainward GeForce RTX 4080 SUPER Python III OC,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4080 SUPER),1 149€95,2024-10-19
86,Gainward GeForce RTX 4090 Phantom,24 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4090),1 979€95,2024-10-19
87,Gigabyte AORUS GeForce RTX 4070 SUPER MASTER 12G,12 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 SUPER),819€95,2024-10-19
88,Gigabyte GeForce RTX 3050 OC Low Profile 6G,6 Go GDDR6 - Dual HDMI/ Dual DisplayPort - PCI Express (NVIDIA GeForce RTX 3050),229€95,2024-10-19
89,Gigabyte GeForce RTX 3050 WINDFORCE OC 6G,6 Go GDDR6 - Dual HDMI/ Dual DisplayPort - PCI Express (NVIDIA GeForce RTX 3050),209€95,2024-10-19
90,Gigabyte GeForce RTX 3060 GAMING OC 12G (rev 2.0) (LHR),12 Go GDDR6 - Dual HDMI/Dual DisplayPort - PCI Express (NVIDIA GeForce RTX 3060),339€95,2024-10-19
91,Gigabyte GeForce RTX 4060 AERO OC 8G,8 Go GDDR6 - Dual HDMI/Dual DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060),389€95,2024-10-19
92,Gigabyte GeForce RTX 4060 EAGLE OC 8G,8 Go GDDR6 - Dual HDMI/Dual DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060),339€95,2024-10-19
93,Gigabyte GeForce RTX 4060 GAMING OC 8G,8 Go GDDR6 - Dual HDMI/Dual DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060),369€95,2024-10-19
94,Gigabyte GeForce RTX 4060 Ti AERO OC 8G,8 Go GDDR6 - Dual HDMI/Dual DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060 Ti),499€95,2024-10-19
95,Gigabyte GeForce RTX 4060 Ti EAGLE OC 8G,8 Go GDDR6 - Dual HDMI/Dual DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060 Ti),479€95,2024-10-19
96,Gigabyte GeForce RTX 4060 Ti GAMING OC 8G,8 Go GDDR6 - Dual HDMI/Dual DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060 Ti),469€95,2024-10-19
97,Gigabyte GeForce RTX 4060 Ti WINDFORCE OC 16G,16 Go GDDR6 - Dual HDMI/Dual DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060 Ti),499€95,2024-10-19
98,Gigabyte GeForce RTX 4060 WINDFORCE OC 8G,8 Go GDDR6 - Dual HDMI/Dual DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060),349€95,2024-10-19
99,Gigabyte GeForce RTX 4070 Ti SUPER AI TOP 16G,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 Ti SUPER),1 099€95,2024-10-19
100,Gigabyte GeForce RTX 4070 Ti SUPER WINDFORCE MAX OC 16G,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 Ti SUPER),949€95,2024-10-19
101,Gigabyte GeForce RTX 4070 WINDFORCE 2X OC 12G V2,12 Go GDDR6 - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070),599€95,2024-10-19
102,Gigabyte GeForce RTX 4070 WINDFORCE OC 12G V2,12 Go GDDR6 - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070),619€95,2024-10-19
103,Gigabyte GT 1030 Low Profile D4 2G,2 Go GDDR4 - HDMI/DVI - PCI Express (NVIDIA GeForce GT 1030),89€95,2024-10-19
104,Gigabyte GT 1030 OC 2G,2048 Mo HDMI/DVI - PCI Express (NVIDIA GeForce avec CUDA GT 1030),99€95,2024-10-19
105,Gigabyte Radeon RX 6400 D6 Low Profile 4G,4 Go GDDR6 - HDMI/DisplayPort - PCI Express (AMD Radeon RX 6400),189€95,2024-10-19
106,Gigabyte Radeon RX 6500 XT EAGLE 4G,4 Go GDDR6 - HDMI/DisplayPort - PCI Express (AMD Radeon RX 6500 XT),219€95,2024-10-19
107,Gigabyte Radeon RX 6600 EAGLE 8G,8 Go GDDR6 - Dual HDMI/Dual DisplayPort - PCI Express (AMD Radeon RX 6600),244€96,2024-10-19
108,Gigabyte Radeon RX 7600 GAMING OC 8G,8 Go GDDR6 - Dual HDMI/Dual DisplayPort - PCI Express (AMD Radeon RX 7600),299€95,2024-10-19
109,Gigabyte Radeon RX 7600 XT GAMING OC 16G,16 Go GDDR6 - Dual HDMI/Dual DisplayPort - PCI Express (AMD Radeon RX 7600 XT),369€95,2024-10-19
110,Gigabyte Radeon RX 7700 XT GAMING OC 12G,12 Go GDDR6 - Dual HDMI/Dual DisplayPort - PCI Express (AMD Radeon RX 7700 XT),459€95,2024-10-19
111,Gigabyte Radeon RX 7800 XT GAMING OC 16G,16 Go GDDR6 - Dual HDMI/Dual DisplayPort - PCI Express (AMD Radeon RX 7800 XT),549€95,2024-10-19
112,Gigabyte Radeon RX 7800 XT GAMING OC Bundle The Force,16 Go GDDR6 - Dual HDMI/Dual DisplayPort - PCI Express (AMD Radeon RX 7800 XT) + Sabre connecté LED RGB - lame 36 pouces,599€95,2024-10-19
113,Gigabyte Radeon RX 7900 XT GAMING OC 20G,20 Go GDDR6 - Dual HDMI/Dual DisplayPort - PCI Express (AMD Radeon RX 7900 XT),769€95,2024-10-19
114,Gigabyte Radeon RX 7900 XTX GAMING OC 24G,24 Go GDDR6 - Dual HDMI/Dual DisplayPort - PCI Express (AMD Radeon RX 7900 XTX),1 029€95,2024-10-19
115,Gigabyte AORUS GeForce RTX 4090 AERO OC 24G,24 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4090),2 199€95,2024-10-19
116,Gigabyte GeForce RTX 4070 SUPER GAMING OC 12G,12 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 SUPER),749€95,2024-10-19
117,Gigabyte GeForce RTX 4070 SUPER WINDFORCE OC 12G,12 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 SUPER),699€95,2024-10-19
118,Gigabyte GeForce RTX 4070 Ti SUPER EAGLE OC 16G,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 Ti SUPER),999€95,2024-10-19
119,Gigabyte GeForce RTX 4070 Ti SUPER EAGLE OC ICE 16G,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 Ti SUPER),999€95,2024-10-19
120,Gigabyte GeForce RTX 4070 Ti SUPER GAMING OC 16G,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 Ti SUPER),999€95,2024-10-19
121,Gigabyte GeForce RTX 4070 Ti SUPER WINDFORCE OC 16G,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 Ti SUPER),979€95,2024-10-19
122,Gigabyte GeForce RTX 4080 SUPER AERO OC 16G,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4080 SUPER),1 249€95,2024-10-19
123,Gigabyte GeForce RTX 4080 SUPER GAMING OC 16G,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4080 SUPER),1 229€95,2024-10-19
124,Gigabyte GeForce RTX 4080 SUPER WINDFORCE OC V2 16G,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4080 SUPER),1 199€00,2024-10-19
125,Gigabyte GeForce RTX 4090 WINDFORCE 24G,24 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4090),1 999€95,2024-10-19
126,Gigabyte GeForce RTX 4090 XTREME WATERFORCE 24G,24 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4090),2 499€95,2024-10-19
127,Gigabyte AORUS GeForce RTX 4080 SUPER MASTER 16G,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4080 SUPER),1 399€95,2024-10-19
128,Gigabyte AORUS Radeon RX 6400 EAGLE 4G,4 Go GDDR6 - HDMI/DisplayPort - PCI Express (AMD Radeon RX 6400),189€95,2024-10-19
129,Gigabyte GeForce RTX 4060 EAGLE OC ICE 8G,8 Go GDDR6 - Dual HDMI/Dual DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060),369€95,2024-10-19
130,Gigabyte GeForce RTX 4060 Ti WINDFORCE OC 8G,8 Go GDDR6 - Dual HDMI/Dual DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060 Ti),429€95,2024-10-19
131,Gigabyte GeForce RTX 4070 SUPER AERO OC 12G,12 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 SUPER),779€95,2024-10-19
132,Gigabyte GeForce RTX 4070 SUPER EAGLE OC 12G,12 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 SUPER),749€95,2024-10-19
133,Gigabyte GeForce RTX 4070 SUPER EAGLE OC ICE 12G,12 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 SUPER),739€95,2024-10-19
134,Gigabyte GeForce RTX 4070 Ti SUPER AERO OC 16G,16 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4070 Ti SUPER),1 059€95,2024-10-19
135,Gigabyte GeForce RTX 4090 GAMING OC 24G,24 Go GDDR6X - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4090),2 079€95,2024-10-19
136,Intel Arc A770 Graphics,16 Go GDDR6 - HDMI/Tri DisplayPort - PCI Express (Intel Arc A770),459€95,2024-10-19
137,KFA2 GeForce RTX 3050 6GB EX,6 Go GDDR6 - HDMI/Tri DisplayPort - PCI Express (NVIDIA GeForce RTX 3050),199€95,2024-10-19
138,KFA2 GeForce RTX 4060 2X V2 (1-Click OC),8 Go GDDR6 - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060),314€95,2024-10-19
139,KFA2 GeForce RTX 4060 Ti 8GB OC (1-Click OC),8 Go GDDR6 - HDMI/Tri DisplayPort - DLSS 3 - PCI Express (NVIDIA GeForce RTX 4060 Ti),419€95,2024-10-19
